time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
53.40;-0.29;-0.20;-0.03;0.07;-0.38;0.03
53.44;-0.29;-0.20;-0.03;0.07;-0.38;0.03
53.48;-0.29;-0.20;-0.03;0.07;-0.38;0.03
53.52;-0.29;-0.20;-0.03;0.07;-0.38;0.03
53.56;-0.29;-0.20;-0.03;0.07;-0.38;0.03
53.60;-0.29;-0.20;-0.03;0.07;-0.38;0.03
53.64;-0.29;-0.20;-0.03;0.07;-0.38;0.03
53.68;-0.29;-0.20;-0.03;0.07;-0.38;0.02
53.72;-0.29;-0.20;-0.03;0.07;-0.38;0.02
53.76;-0.29;-0.20;-0.03;0.07;-0.38;0.02
53.80;-0.29;-0.20;-0.03;0.07;-0.39;0.02
53.84;-0.29;-0.20;-0.03;0.07;-0.39;0.02
53.88;-0.29;-0.20;-0.03;0.07;-0.39;0.02
53.92;-0.29;-0.20;-0.03;0.07;-0.39;0.02
53.96;-0.29;-0.20;-0.03;0.07;-0.39;0.02
54.00;-0.29;-0.20;-0.03;0.07;-0.40;0.02
54.04;-0.29;-0.20;-0.03;0.07;-0.41;0.02
54.08;-0.29;-0.20;-0.03;0.07;-0.41;0.02
54.12;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.16;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.20;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.24;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.28;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.32;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.36;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.40;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.44;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.48;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.52;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.56;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.60;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.64;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.68;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.72;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.76;-0.29;-0.20;-0.03;0.07;-0.42;0.02
54.80;-0.29;-0.20;-0.03;0.07;-0.42;0.03
54.84;-0.29;-0.20;-0.03;0.07;-0.42;0.03
54.88;-0.29;-0.20;-0.03;0.07;-0.43;0.03
54.92;-0.29;-0.20;-0.03;0.07;-0.43;0.03
54.96;-0.29;-0.20;-0.03;0.07;-0.44;0.03
55.00;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.04;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.08;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.12;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.16;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.20;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.24;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.28;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.32;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.36;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.40;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.44;-0.29;-0.20;-0.03;0.07;-0.45;0.03
55.48;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.52;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.56;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.60;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.64;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.68;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.72;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.76;-0.29;-0.20;-0.03;0.08;-0.45;0.03
55.80;-0.29;-0.20;-0.03;0.08;-0.46;0.03
55.84;-0.29;-0.20;-0.03;0.08;-0.46;0.03
55.88;-0.29;-0.20;-0.03;0.08;-0.46;0.03
55.92;-0.29;-0.20;-0.04;0.08;-0.46;0.03
55.96;-0.29;-0.20;-0.04;0.08;-0.46;0.03
56.00;-0.29;-0.20;-0.04;0.08;-0.46;0.03
56.04;-0.29;-0.20;-0.04;0.08;-0.46;0.03
56.08;-0.29;-0.20;-0.04;0.08;-0.47;0.03
56.12;-0.29;-0.20;-0.05;0.08;-0.47;0.03
56.16;-0.29;-0.20;-0.05;0.08;-0.48;0.03
56.20;-0.29;-0.20;-0.05;0.08;-0.48;0.03
56.24;-0.29;-0.20;-0.06;0.08;-0.48;0.03
56.28;-0.29;-0.20;-0.06;0.08;-0.48;0.03
56.32;-0.29;-0.20;-0.06;0.08;-0.48;0.03
56.36;-0.29;-0.20;-0.07;0.08;-0.48;0.03
56.40;-0.29;-0.20;-0.07;0.08;-0.48;0.03
56.44;-0.29;-0.20;-0.07;0.08;-0.48;0.03
56.48;-0.29;-0.20;-0.07;0.08;-0.48;0.03
56.52;-0.29;-0.20;-0.07;0.08;-0.48;0.03
56.56;-0.29;-0.20;-0.07;0.08;-0.48;0.03
56.60;-0.29;-0.20;-0.08;0.08;-0.48;0.03
56.64;-0.29;-0.20;-0.08;0.08;-0.48;0.03
56.68;-0.29;-0.20;-0.08;0.08;-0.48;0.03
56.72;-0.29;-0.20;-0.08;0.08;-0.48;0.03
56.76;-0.29;-0.20;-0.08;0.08;-0.48;0.03
56.80;-0.29;-0.20;-0.09;0.07;-0.48;0.03
56.84;-0.29;-0.20;-0.09;0.07;-0.48;0.03
56.88;-0.29;-0.20;-0.09;0.07;-0.48;0.03
56.92;-0.29;-0.20;-0.09;0.07;-0.48;0.03
56.96;-0.29;-0.20;-0.09;0.07;-0.49;0.04
57.00;-0.29;-0.20;-0.10;0.07;-0.50;0.04
57.04;-0.29;-0.20;-0.10;0.07;-0.50;0.04
57.08;-0.29;-0.20;-0.11;0.07;-0.50;0.04
57.12;-0.29;-0.20;-0.12;0.07;-0.50;0.04
57.16;-0.29;-0.20;-0.13;0.07;-0.50;0.05
57.20;-0.29;-0.20;-0.13;0.07;-0.50;0.05
57.24;-0.29;-0.20;-0.13;0.07;-0.51;0.05
57.28;-0.29;-0.20;-0.13;0.07;-0.51;0.05
57.32;-0.29;-0.20;-0.13;0.07;-0.51;0.05
57.36;-0.29;-0.20;-0.13;0.07;-0.52;0.05
57.40;-0.29;-0.20;-0.13;0.07;-0.53;0.05
57.44;-0.29;-0.20;-0.13;0.07;-0.53;0.05
57.48;-0.29;-0.20;-0.13;0.07;-0.53;0.05
57.52;-0.30;-0.20;-0.13;0.07;-0.53;0.05
57.56;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.60;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.64;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.68;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.72;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.76;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.80;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.84;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.88;-0.30;-0.20;-0.13;0.07;-0.53;0.06
57.92;-0.31;-0.20;-0.13;0.07;-0.53;0.06
57.96;-0.31;-0.20;-0.13;0.07;-0.53;0.06
58.00;-0.32;-0.20;-0.13;0.07;-0.53;0.06
58.04;-0.32;-0.20;-0.13;0.07;-0.53;0.06
58.08;-0.32;-0.20;-0.13;0.07;-0.53;0.06
58.12;-0.32;-0.20;-0.13;0.07;-0.53;0.06
58.16;-0.32;-0.20;-0.13;0.07;-0.53;0.05
58.20;-0.32;-0.20;-0.13;0.07;-0.53;0.05
58.24;-0.32;-0.21;-0.13;0.07;-0.53;0.05
58.28;-0.32;-0.21;-0.13;0.07;-0.53;0.05
58.32;-0.32;-0.21;-0.13;0.07;-0.53;0.04
58.36;-0.32;-0.21;-0.13;0.07;-0.53;0.04
58.40;-0.32;-0.21;-0.13;0.07;-0.54;0.04
58.44;-0.32;-0.21;-0.13;0.07;-0.54;0.04
58.48;-0.32;-0.21;-0.13;0.07;-0.54;0.04
58.52;-0.32;-0.21;-0.13;0.07;-0.54;0.04
58.56;-0.32;-0.21;-0.13;0.07;-0.55;0.04
58.60;-0.32;-0.21;-0.13;0.07;-0.55;0.04
58.64;-0.32;-0.21;-0.13;0.07;-0.55;0.04
58.68;-0.32;-0.21;-0.13;0.07;-0.55;0.03
58.72;-0.32;-0.21;-0.13;0.07;-0.55;0.03
58.76;-0.32;-0.21;-0.13;0.07;-0.55;0.03
58.80;-0.32;-0.21;-0.13;0.07;-0.55;0.03
58.84;-0.32;-0.21;-0.13;0.07;-0.55;0.03
58.88;-0.32;-0.21;-0.13;0.07;-0.55;0.03
58.92;-0.32;-0.21;-0.13;0.07;-0.55;0.03
58.96;-0.32;-0.21;-0.13;0.07;-0.55;0.03
59.00;-0.32;-0.21;-0.13;0.07;-0.55;0.03
59.04;-0.32;-0.21;-0.13;0.07;-0.54;0.03
59.08;-0.32;-0.21;-0.13;0.07;-0.54;0.03
59.12;-0.32;-0.21;-0.13;0.07;-0.54;0.03
59.16;-0.32;-0.21;-0.13;0.07;-0.53;0.03
59.20;-0.32;-0.21;-0.13;0.07;-0.53;0.03
59.24;-0.32;-0.21;-0.13;0.07;-0.52;0.03
59.28;-0.33;-0.21;-0.13;0.07;-0.52;0.03
59.32;-0.33;-0.21;-0.13;0.07;-0.52;0.02
59.36;-0.33;-0.21;-0.13;0.07;-0.52;0.02
59.40;-0.33;-0.21;-0.13;0.07;-0.52;0.02
59.44;-0.33;-0.21;-0.13;0.07;-0.51;0.02
59.48;-0.33;-0.21;-0.13;0.07;-0.50;0.02
59.52;-0.33;-0.21;-0.13;0.07;-0.50;0.02
59.56;-0.33;-0.21;-0.13;0.07;-0.49;0.02
59.60;-0.33;-0.21;-0.13;0.07;-0.49;0.02
59.64;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.68;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.72;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.76;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.80;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.84;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.88;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.92;-0.33;-0.21;-0.14;0.07;-0.48;0.02
59.96;-0.33;-0.21;-0.14;0.07;-0.48;0.02
60.00;-0.33;-0.21;-0.14;0.07;-0.48;0.02
60.04;-0.33;-0.21;-0.14;0.07;-0.48;0.02
60.08;-0.33;-0.21;-0.14;0.07;-0.48;0.02
60.12;-0.33;-0.21;-0.14;0.07;-0.47;0.02
60.16;-0.33;-0.21;-0.14;0.07;-0.46;0.02
60.20;-0.33;-0.21;-0.14;0.07;-0.43;0.02
60.24;-0.33;-0.21;-0.14;0.07;-0.41;0.02
60.28;-0.33;-0.21;-0.14;0.07;-0.39;0.02
60.32;-0.33;-0.21;-0.14;0.07;-0.38;0.02
60.36;-0.33;-0.21;-0.14;0.07;-0.38;0.02
60.40;-0.33;-0.21;-0.14;0.07;-0.37;0.02
60.44;-0.33;-0.21;-0.14;0.07;-0.37;0.02
60.48;-0.33;-0.21;-0.15;0.07;-0.37;0.02
60.52;-0.33;-0.21;-0.15;0.07;-0.37;0.02
60.56;-0.33;-0.21;-0.15;0.07;-0.37;0.02
60.60;-0.33;-0.21;-0.15;0.07;-0.37;0.02
60.64;-0.33;-0.21;-0.15;0.07;-0.36;0.02
60.68;-0.33;-0.21;-0.15;0.07;-0.36;0.02
60.72;-0.33;-0.21;-0.15;0.07;-0.36;0.02
60.76;-0.33;-0.21;-0.15;0.07;-0.36;0.02
60.80;-0.33;-0.21;-0.15;0.07;-0.36;0.03
60.84;-0.33;-0.21;-0.15;0.07;-0.36;0.03
60.88;-0.33;-0.21;-0.15;0.07;-0.36;0.03
60.92;-0.33;-0.21;-0.15;0.07;-0.35;0.03
60.96;-0.33;-0.21;-0.16;0.07;-0.34;0.03
61.00;-0.33;-0.21;-0.17;0.07;-0.34;0.03
61.04;-0.33;-0.21;-0.17;0.07;-0.34;0.03
61.08;-0.33;-0.21;-0.17;0.07;-0.34;0.03
61.12;-0.33;-0.21;-0.18;0.07;-0.34;0.03
61.16;-0.33;-0.21;-0.18;0.07;-0.34;0.03
61.20;-0.33;-0.21;-0.18;0.07;-0.35;0.03
61.24;-0.33;-0.21;-0.18;0.07;-0.35;0.03
61.28;-0.33;-0.21;-0.18;0.07;-0.37;0.03
61.32;-0.33;-0.21;-0.18;0.07;-0.38;0.03
61.36;-0.33;-0.21;-0.18;0.07;-0.39;0.03
61.40;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.44;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.48;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.52;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.56;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.60;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.64;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.68;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.72;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.76;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.80;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.84;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.88;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.92;-0.33;-0.21;-0.18;0.07;-0.40;0.03
61.96;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.00;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.04;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.08;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.12;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.16;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.20;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.24;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.28;-0.33;-0.21;-0.18;0.07;-0.40;0.03
62.32;-0.33;-0.21;-0.18;0.07;-0.42;0.04
62.36;-0.33;-0.21;-0.18;0.07;-0.43;0.04
62.40;-0.33;-0.21;-0.18;0.07;-0.43;0.04
62.44;-0.33;-0.21;-0.18;0.07;-0.43;0.04
62.48;-0.33;-0.21;-0.18;0.07;-0.43;0.04
62.52;-0.33;-0.21;-0.18;0.07;-0.43;0.04
62.56;-0.33;-0.21;-0.18;0.07;-0.43;0.04
62.60;-0.33;-0.21;-0.18;0.07;-0.43;0.04
62.64;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.68;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.72;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.76;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.80;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.84;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.88;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.92;-0.33;-0.21;-0.18;0.07;-0.43;0.05
62.96;-0.33;-0.21;-0.18;0.07;-0.43;0.05
63.00;-0.33;-0.21;-0.18;0.07;-0.43;0.06
63.04;-0.33;-0.21;-0.18;0.07;-0.43;0.06
63.08;-0.33;-0.21;-0.18;0.07;-0.43;0.06
63.12;-0.33;-0.21;-0.18;0.07;-0.43;0.06
63.16;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.20;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.24;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.28;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.32;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.36;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.40;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.44;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.48;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.52;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.56;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.60;-0.34;-0.21;-0.18;0.07;-0.43;0.06
63.64;-0.34;-0.21;-0.18;0.07;-0.44;0.06
63.68;-0.34;-0.21;-0.18;0.07;-0.45;0.05
63.72;-0.34;-0.21;-0.18;0.07;-0.46;0.05
63.76;-0.34;-0.21;-0.18;0.07;-0.47;0.05
63.80;-0.34;-0.21;-0.18;0.07;-0.47;0.05
63.84;-0.34;-0.21;-0.18;0.07;-0.47;0.05
63.88;-0.34;-0.21;-0.18;0.07;-0.47;0.04
63.92;-0.34;-0.21;-0.18;0.07;-0.47;0.04
63.96;-0.34;-0.21;-0.18;0.07;-0.47;0.04
64.00;-0.34;-0.21;-0.18;0.07;-0.47;0.04
64.04;-0.34;-0.21;-0.18;0.07;-0.47;0.04
64.08;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.12;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.16;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.20;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.24;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.28;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.32;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.36;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.40;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.44;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.48;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.52;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.56;-0.34;-0.21;-0.18;0.07;-0.47;0.03
64.60;-0.34;-0.21;-0.18;0.07;-0.46;0.03
64.64;-0.34;-0.20;-0.18;0.07;-0.46;0.03
64.68;-0.34;-0.20;-0.18;0.07;-0.46;0.02
64.72;-0.34;-0.20;-0.18;0.07;-0.46;0.02
64.76;-0.34;-0.20;-0.18;0.07;-0.46;0.02
64.80;-0.34;-0.20;-0.18;0.07;-0.46;0.02
64.84;-0.34;-0.20;-0.18;0.07;-0.44;0.02
64.88;-0.34;-0.20;-0.17;0.07;-0.42;0.02
64.92;-0.34;-0.19;-0.17;0.07;-0.42;0.03
64.96;-0.34;-0.18;-0.17;0.07;-0.42;0.03
65.00;-0.34;-0.18;-0.17;0.07;-0.42;0.03
65.04;-0.34;-0.18;-0.17;0.07;-0.42;0.03
65.08;-0.34;-0.18;-0.17;0.07;-0.42;0.03
65.12;-0.34;-0.18;-0.16;0.07;-0.42;0.03
65.16;-0.34;-0.18;-0.16;0.07;-0.42;0.03
65.20;-0.34;-0.17;-0.16;0.07;-0.42;0.03
65.24;-0.34;-0.17;-0.16;0.07;-0.42;0.03
65.28;-0.34;-0.17;-0.15;0.07;-0.42;0.03
65.32;-0.34;-0.17;-0.15;0.07;-0.42;0.03
65.36;-0.34;-0.17;-0.15;0.07;-0.42;0.03
65.40;-0.34;-0.16;-0.15;0.07;-0.42;0.03
65.44;-0.34;-0.16;-0.15;0.07;-0.41;0.03
65.48;-0.34;-0.16;-0.15;0.07;-0.41;0.03
65.52;-0.34;-0.16;-0.15;0.07;-0.41;0.03
65.56;-0.34;-0.16;-0.15;0.07;-0.41;0.03
65.60;-0.34;-0.16;-0.15;0.07;-0.41;0.03
65.64;-0.34;-0.16;-0.15;0.07;-0.41;0.03
65.68;-0.34;-0.16;-0.15;0.07;-0.40;0.03
65.72;-0.34;-0.16;-0.15;0.07;-0.40;0.03
65.76;-0.34;-0.16;-0.15;0.07;-0.39;0.03
65.80;-0.34;-0.16;-0.15;0.07;-0.38;0.03
65.84;-0.34;-0.15;-0.15;0.07;-0.37;0.03
65.88;-0.34;-0.15;-0.15;0.07;-0.37;0.03
65.92;-0.34;-0.15;-0.15;0.07;-0.37;0.03
65.96;-0.34;-0.15;-0.15;0.07;-0.37;0.03
66.00;-0.34;-0.15;-0.15;0.07;-0.37;0.03
66.04;-0.34;-0.15;-0.15;0.07;-0.37;0.03
66.08;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.12;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.16;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.20;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.24;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.28;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.32;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.36;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.40;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.44;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.48;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.52;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.56;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.60;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.64;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.68;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.72;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.76;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.80;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.84;-0.34;-0.14;-0.15;0.07;-0.37;0.03
66.88;-0.34;-0.14;-0.15;0.07;-0.36;0.03
66.92;-0.34;-0.14;-0.15;0.07;-0.36;0.03
66.96;-0.34;-0.14;-0.15;0.07;-0.36;0.03
67.00;-0.34;-0.14;-0.15;0.07;-0.36;0.03
67.04;-0.34;-0.14;-0.15;0.07;-0.36;0.03
67.08;-0.34;-0.14;-0.15;0.07;-0.36;0.03
67.12;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.16;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.20;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.24;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.28;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.32;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.36;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.40;-0.34;-0.14;-0.15;0.07;-0.36;0.04
67.44;-0.34;-0.14;-0.15;0.07;-0.37;0.04
67.48;-0.34;-0.14;-0.15;0.07;-0.39;0.04
67.52;-0.34;-0.14;-0.15;0.07;-0.40;0.04
67.56;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.60;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.64;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.68;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.72;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.76;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.80;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.84;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.88;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.92;-0.34;-0.14;-0.15;0.07;-0.41;0.04
67.96;-0.34;-0.14;-0.15;0.07;-0.41;0.04
68.00;-0.34;-0.14;-0.15;0.07;-0.41;0.04
68.04;-0.34;-0.14;-0.15;0.07;-0.42;0.04
68.08;-0.34;-0.14;-0.15;0.07;-0.43;0.04
68.12;-0.34;-0.14;-0.15;0.07;-0.44;0.04
68.16;-0.34;-0.14;-0.15;0.07;-0.45;0.04
68.20;-0.34;-0.15;-0.15;0.07;-0.46;0.04
68.24;-0.34;-0.15;-0.15;0.07;-0.46;0.04
68.28;-0.34;-0.16;-0.15;0.07;-0.46;0.04
68.32;-0.34;-0.17;-0.15;0.07;-0.47;0.04
68.36;-0.34;-0.17;-0.15;0.07;-0.47;0.04
68.40;-0.34;-0.18;-0.15;0.07;-0.48;0.04
68.44;-0.34;-0.18;-0.15;0.07;-0.48;0.04
68.48;-0.34;-0.18;-0.15;0.07;-0.48;0.04
68.52;-0.34;-0.18;-0.15;0.07;-0.48;0.04
68.56;-0.34;-0.18;-0.15;0.07;-0.48;0.04
68.60;-0.34;-0.19;-0.15;0.07;-0.49;0.04
68.64;-0.34;-0.19;-0.15;0.07;-0.49;0.04
68.68;-0.34;-0.19;-0.15;0.07;-0.49;0.04
68.72;-0.34;-0.20;-0.15;0.07;-0.52;0.04
68.76;-0.34;-0.20;-0.15;0.07;-0.54;0.04
68.80;-0.34;-0.20;-0.15;0.07;-0.55;0.04
68.84;-0.34;-0.21;-0.15;0.07;-0.56;0.04
68.88;-0.34;-0.21;-0.15;0.07;-0.56;0.04
68.92;-0.34;-0.21;-0.15;0.07;-0.56;0.04
68.96;-0.34;-0.22;-0.15;0.07;-0.56;0.04
69.00;-0.34;-0.22;-0.15;0.07;-0.57;0.04
69.04;-0.34;-0.22;-0.15;0.07;-0.57;0.04
69.08;-0.34;-0.23;-0.16;0.07;-0.57;0.04
69.12;-0.34;-0.23;-0.16;0.07;-0.57;0.05
69.16;-0.34;-0.23;-0.17;0.07;-0.57;0.05
69.20;-0.34;-0.23;-0.18;0.07;-0.57;0.05
69.24;-0.34;-0.24;-0.18;0.07;-0.57;0.05
69.28;-0.34;-0.24;-0.19;0.07;-0.57;0.06
69.32;-0.34;-0.24;-0.19;0.07;-0.57;0.06
69.36;-0.34;-0.24;-0.19;0.07;-0.57;0.06
69.40;-0.34;-0.24;-0.19;0.07;-0.57;0.06
69.44;-0.34;-0.24;-0.19;0.07;-0.57;0.06
69.48;-0.34;-0.24;-0.19;0.07;-0.57;0.06
69.52;-0.34;-0.24;-0.19;0.07;-0.57;0.06
69.56;-0.34;-0.24;-0.19;0.07;-0.57;0.07
69.60;-0.34;-0.24;-0.19;0.07;-0.58;0.07
69.64;-0.34;-0.24;-0.19;0.07;-0.63;0.07
69.68;-0.34;-0.25;-0.19;0.07;-0.66;0.08
69.72;-0.34;-0.25;-0.18;0.07;-0.67;0.08
69.76;-0.34;-0.25;-0.18;0.07;-0.67;0.08
69.80;-0.34;-0.25;-0.18;0.07;-0.67;0.08
69.84;-0.34;-0.25;-0.18;0.07;-0.67;0.08
69.88;-0.34;-0.26;-0.14;0.07;-0.67;0.07
69.92;-0.33;-0.26;-0.14;0.07;-0.67;0.07
69.96;-0.33;-0.26;-0.14;0.07;-0.67;0.07
70.00;-0.33;-0.26;-0.14;0.07;-0.67;0.07
70.04;-0.33;-0.26;-0.14;0.07;-0.67;0.07
70.08;-0.33;-0.26;-0.14;0.07;-0.67;0.07
70.12;-0.33;-0.26;-0.14;0.07;-0.67;0.06
70.16;-0.33;-0.26;-0.14;0.07;-0.67;0.06
70.20;-0.33;-0.26;-0.14;0.07;-0.68;0.06
70.24;-0.33;-0.26;-0.14;0.07;-0.68;0.06
70.28;-0.33;-0.26;-0.14;0.07;-0.68;0.06
70.32;-0.33;-0.26;-0.14;0.07;-0.68;0.06
70.36;-0.33;-0.26;-0.14;0.07;-0.68;0.06
70.40;-0.33;-0.26;-0.14;0.07;-0.68;0.05
70.44;-0.33;-0.26;-0.14;0.07;-0.68;0.05
70.48;-0.33;-0.26;-0.14;0.07;-0.68;0.05
70.52;-0.33;-0.26;-0.14;0.07;-0.68;0.05
70.56;-0.33;-0.26;-0.14;0.07;-0.68;0.05
70.60;-0.34;-0.26;-0.14;0.07;-0.68;0.05
70.64;-0.34;-0.26;-0.14;0.07;-0.68;0.05
70.68;-0.34;-0.26;-0.14;0.07;-0.68;0.04
70.72;-0.34;-0.26;-0.14;0.07;-0.68;0.04
70.76;-0.34;-0.26;-0.14;0.07;-0.68;0.04
70.80;-0.34;-0.26;-0.14;0.07;-0.68;0.04
